record_no,subject,relation,object
9617,worker,was awarded,leave
9617,They,have had,contact
9617,life,saving,rules
20716,T stack,carried,yetting
20716,life,saving,rules
1278,lines,were attached,using scaffold hooks
1278,lines,push,using scaffold hooks poles
1278,lines,pull,poles
1278,tag lines,had been caught,riggers
1278,the,were used,riggers
9570,Activity,occurs,Remote
9570,life,saving,rules
7825,IE,had been moving,pallet
7825,IE,finished,shift
7825,IE,noticed,bit
7825,IE,came,pain
7825,IE,noticed,pain
7825,what,could have done,it
7825,life,saving,rules
7652,it,checked,tank
7652,it,was reading,130
7652,consultant,know,truck
7652,consultant,got,truck
7652,they,had flown,flashing
7652,they,could have had,flashing
7652,it,appeared,to have a few m3 of what appeared to be invert still in the tank
7652,what,appeared,to be invert still in the tank
7652,crew,was having,equalization issues
7652,everything,was figured,truck
7652,crew,cleaned,mess
18722,life,saving,rules
18158,car,jerked,barracks
18158,car,hit,barracks
18158,Activity,occurs,less
18158,Car,jerked,barracks
18158,Car,hit,barracks
18158,life,saving,rules
13926,that,will need,to be traveled tomorrow morning with a long load
13926,Site Driver Trailer,contacted,crate
13926,life,saving,rules
23465,outrigger,hit,pipe insulation YTPROD-23H
23465,life,saving,rules
8163,operator,was going,to retrieve Crown plug
8163,manometer easyview,confirmed,pressure
8163,CP,hits,JAR
9720,employee,felt,swelling
9720,He,informed,me
9720,He,returned,RDV
9720,He,took,RDV
9720,employee,wears,eye glasses
9720,he,informs,me
9720,he,will take,post
9720,life,saving,rules
14901,life,saving,rules
8533,life,saving are,rules Bypassing Obtain authorization
19023,pressure table,was applied,torque
19023,pressure table,causing,torque
19023,technician,tightened,bolts bolt break
19023,we,can see,what
19023,person,has,flange
19023,who,operated,torque equipment
19023,It,is lifting,equipment
19023,equipment,could have been sent,equipment
19023,CMRT CM,could fall,that
19023,it,is guaranteed,that
19023,life,saving are,rules Verify isolation energy
21929,case categorization,is Uncontrolled,moving objects/ parts ( struck by other than machine parts and dropped objects
21929,life,saving,rules
24196,warehouse employee,wanted,"to unload a pallet from the side of the trailer , using the 7.5 T forklift"
24196,warehouse employee,ran,truck driver
24196,he,should not have done,that
24196,he,needs,to communicate such actions and not do unexpected things around a forklift
24196,life,saving,rules
10629,Fire Brigade,arrived,situation extraction
10629,Fire Brigade,assessed,situation
10629,Fire Brigade,supported,extraction
10629,life,saving,rules
8128,Deck crew,lowered,block
8128,Rigging Supervisor,instructed,crane operator
8128,crane operator,moved,crane
8128,investigation,received,NOV data
8128,we,have,that wire
8128,that,reminds,operator
8128,limit,may have changed,ongoingReport
8128,Crane,aux,sheaves
8128,life,saving,rules
124,life,saving,rules
9379,Police,responded,D&A screening
9379,Police,completed,D&A screening
9379,life,saving,rules
28416,Complaints,were raised,members
28416,Deep Blue,had been emitting,smoke
28416,Deep Blue,testing,AVR system
28416,smoke,has lasted,Gibdock vessel offence
28416,smoke,attended,Gibdock
28416,smoke,visited,vessel
28416,smoke,discussed,offence
28416,life,saving,rules
13653,Approx roller bearing,was struck,T shackle
13653,unaccounted,were suspected,to have fallen into water at stern of vessel
13653,team,have accounted,71
13653,team,closed,tensioner
13653,team,squeezed,tensioner
13653,commencing,took,place
13653,construction team,arranged,removal
13653,closure squeeze,took,place removal
13653,he,leaned,to take hold of the A&R rigging
13653,he,felt,something shoulder
13653,Drops Calculator,noted,this
13653,life,saving,rules
16649,COMPANY TRUCK LD3882,WAS DISCOVERED,TO HAVE 3 SLASHED TIRES IN MANCAMP
16649,life,saving,rules
23517,This,included,cutting
23517,line,was not scheduled,to be cut
23517,findings,identified,bubbles
23517,.,shedding,seconds
23517,what,appear,to be the annulus cavity between the flowline armour layer and outermost plastic sheathing
23517,Note event,has been recorded,TechnipFMC
23517,life,saving,rules
21427,life,saving,rules
16651,VEHICLE,SEEMED,WHEN TO NOT BE STOPPING
16651,life,saving,rules
15368,man'operator,opened,walking with a mouse on the 23 T manitou furches
15368,operator,was concentrated,not to hit anything and forgot to lift the load to pass above the cluster
15368,life,saving,rules
23227,cap,was completed,pain
23227,IP,had pressed,lathe brake
23227,he,felt,pain
23227,actions,Completed,machinery cap
23227,actions,shut,machinery
23227,actions,delivered,cap
23227,IP,went,himself
23227,IP,presented,himself
23227,Medic,was called,place
23227,consultation,took,place
23227,Medic,administered,pain relief medication
23227,he,had experienced,pain
23227,it,had cleared,pain discomfort
23227,he,had experienced,discomfort
23227,Lathe,is used,crew
23227,IP,indicated,crew
23227,he,had spent,sessions
23227,This,raises,machine
23227,Sea Halten East crew member,experiences,knee pain
23227,life,saving,rules
19487,floor personnel,operated,door shutter
19487,life,saving,rules
335,TFMC,was approaching,office building
335,which,is rented,TFMC
335,employee,felt,pain
335,that,do not prevent,him
335,life,saving,rules
7983,Ends,are attached,"to reel by messenger line ( wire rope ) which is used to secure the ends of the hose until the hose has been wound on enough to prevent the head slipping on the inside of the reel , or to prevent unwinding on the outer end of the reel"
7983,which,is used,"to secure the ends of the hose until the hose has been wound on enough to prevent the head slipping on the inside of the reel , or to prevent unwinding on the outer end of the reel"
7983,hose,has been wound,"to prevent the head slipping on the inside of the reel , or to prevent unwinding on the outer end of the reel"
7983,life,saving,rules
15518,Activity,occurs,Frequent
15518,life,saving,rules
19822,personnel,were removing,SKO FLO
19822,one,lost,grip
19822,SKO FLO,struck,top
19822,life,saving,rules
10374,driver,runs,to take the tension up by pulling the accumulator in using the carousel tensioner
10374,driver,started,to take the tension up by pulling the accumulator in using the carousel tensioner
10374,it,started,to pull through the 5 t tensioner tracks on the quayside
10374,carousel driver,checked,settings
10374,attempt,was made,settings
10374,loss,moved,roller paths
10374,they,moved,chocks
10374,they,tipped,chocks
10374,case categorization,is Uncontrolled,moving objects/ parts ( struck by other than machine parts and dropped objects
19486,Production operators,were stripping,tooling
19486,IP,held,piece
19486,operator,struck,it
19486,hammer,struck,wood
19486,IP,holding,wood timber
19486,the IP holding the wood timber,felt,pain
19486,IP,was attended,aider
19486,who,applied,bandage
19486,task,was stopped,-
19486,task,assessed,- using an alternative method involving a hydraulic ram
19486,task,completed,using an alternative method involving a hydraulic ram
19486,Activity,occurs,Frequent
19486,life,saving,rules
18930,weight,was measured,to be 0.985 kg and
18930,height,is estimated,to be 0.985 kg and
18930,this,could have led,to be 0.985 kg and
18930,yard activities,are ceased,to enter yard areas
18930,personnel,are not permitted,to enter yard areas
18930,Activity,occurs,less
18930,life,saving,rules
24829,ROV,attempted,to further loosen the blind flange with a pry bar
24829,which,severed,lanyard
24829,ROV,lost,grip
24829,it,fell,grip
24829,Activity,occurs,Remote
24829,life,saving,rules
28866,vessel,was struck,wave
28866,wave,impacted,vessel
28866,vessel,was experiencing,sea conditions
28866,life,saving,rules
21093,he,felt,pinch
21093,he,could not turn,head
21093,IP,did not have,slip fall event
21093,that,would have caused,injury
21093,IP,notified,supervisor
21093,He,was advised,to take Aleve Liquid Gel Caps
21093,He,was making,motion
21093,life,saving,rules
1338,manipule une,clé,à cliquet
1338,le technicien,continue,son travail
1338,technician,manipulates,ratchet
1338,technician,feels,jolt
1338,technician,continues,work
1338,he,tells,colleague
1338,he,has,pain
1338,life,saving,rules
20693,control workers,were placing,sand slings
20693,vehicle,carried,maneuver
20693,driver,proceeds,to move back
20693,driver,hit,team
20693,incident,did not cause,injury
20693,workers,warned,driver
20693,life,saving,rules
1727,Brigada,could check,cause
1727,that,hit,detector
1727,life,saving,rules
10636,she,may have,rash
10636,Employee,reported,this
10636,Supervisor,provided,employee
10636,she,has changed,opinion
10636,life,saving,rules
250,control,changed,it
250,operator,did n't notice,it
250,Activity,occurs,less
250,life,saving,rules
7644,Dummy Tubing Hanger,was found,leaning on the blast shield wall while strapped to a pallet in the vertical position
7644,life,saving,rules
22689,service mechanic,saw,flames
22689,replacement,was done,case
22689,life,saving,rules
20266,Cleaning staff,was cleaning,offices
20266,Cleaning staff,did n't place,precautions letter
20266,it,scratched,offices precautions letter
20266,Activity,occurs,Remote
15304,operator,rises,pain
15304,operator,does not feel,pain
15304,life,saving,rules
7653,Donald Phillips,was making,turn
7653,Donald Phillips,got hit,truck
23729,se trocar,do cadeado,da porta
23729,employee,scraped,arm
23729,Activity,occurs,Remote
23729,em trinco,do cadeado,Scratch
23729,life,saving,rules
30793,He,received,ride
30793,he,was going,to check out from the base via the port security
30793,technician,missed,step
30793,medic,was contacted,technician
30793,medic,referred,technician
30793,life,saving,rules
8067,i pallen,som,eneste
8067,ble jeg spurt,som,de brukte
1200,pipe fitter,experienced,kick
1200,he,was wearing,gloves
1200,Project Site Management,informed,Stand down meeting held with all the workers and supervisor involved in the work at the area
1200,life,saving,rules
11274,moteur,hit,timon
11274,he,felt,pain
11274,this,tells,me
11274,he,can continue,work
11274,he,announces,me
11274,life,saving,rules
9338,life,saving,rules
15830,case categorization,is Uncontrolled,moving objects/ parts ( struck by other than machine parts and dropped objects
15830,life,saving,rules
19955,construction crew,were using,portside TTS crane
19955,leak,was noticed,coming from a hydraulic hose located on the TTS crane boom
19955,SOPEP equipment,was utilised,to clean up oil spillages and placed under the crane boom
19955,crane,has received,inspections
19955,which,included,inspection
19955,which,prevents,inspection
19955,position,requires,scaffold
19955,inspection,includes,inspection
19955,life,saving,rules
28611,Com isso passagem,dos,pedestres
28611,Por precau??o realiza??o de,exames,"na rede D’OR , acompanhado pelo Técnico de Seguran?a"
28611,employee,was riding,motorcycle
28611,passengers,began,crossing the road
28611,vehicles,stopped,crossing the road
28611,TechnipFMC employee,ended,running over the fallen motorcyclist
28611,Activity,occurs,Remote
28611,life,saving,rules
25921,He,reported,incident
25921,life,saving,rules
8848,Team member,completed,purchase
8848,Team member,prepared,to depart the parking place and manoeuvred into the oncoming traffic lane tentatively
8848,vehicle,slowed,to allow entrance for the TFMC team member on to the road way
8848,check,was made,driver
8848,check,proceeded,to move forward
8848,passage,had decided,to manoeuvre around in front of the TFMC team member ’s vehicle in an attempt to pass
8848,Findings injuries,sustained,bumper damage
8848,Findings injuries,hire,sustained
8848,damage party driver,stopped,to allow passage
8848,party driver,had changed,plan member vehicle
8848,life,saving,rules
7865,winch,experienced,movement
7865,catcher assembly,showed,sign
7865,sheave assembly,had,damage
7865,case categorization,is Uncontrolled,moving objects/ parts ( struck by other than machine parts and dropped objects
16862,crew member,took,one
16862,back wheel,appears,to have come adrift resulting in the rider falling from the bike and sustaining lacerations to the left side of his head and further lacerations to his left hand
16862,Crew member,suffers,head
16862,Crew member,left,injuries
16862,life,saving,rules
18237,Warehouse Technician,moved,pcs
18237,IP,chose,to manually lift the parts by hand
18237,This,led,to back pain
18237,IP,had,to stop working
18237,IP,expected,to return to work tomorrow
18237,we,know,more
18237,Warehouse Technician,moved,pcs
18237,IP,chose,to manually lift the parts by hand
18237,This,led,to back pain
18237,IP,had,to stop working
18237,life,saving,rules
27422,Activity,occurs,less
27422,life,saving are,rules Verify isolation energy
857,life,saving,rules
30265,das 23h,do,dia
30265,desconforto e identificou,rasgo,em seu macac?o
30265,recebeu sutura local,do,ferimento
30265,PM employee,suffered,fall
30265,He,reported,discomfort
30265,He,noticed,tear
30265,he,discovered,injury
30265,he,sought,attention
30265,he,received,stitches
